#SEED: 0.857601668452844
SAT0,1.8249384455368016,114.94954414141273,399.0411511939189
SAT1,-84.70541285990514,66.6196730831665,667.0920691493673
SAT2,35.62712046298222,-87.61811490385729,423.5135088309196
SAT3,59.41453279960302,-59.711897409105234,491.137204033683
SAT4,41.860240388569395,151.94787621602524,500.5830183516355
SAT5,-3.6889736017243706,-136.29863330159236,624.2548737624398
SAT6,55.57157535954781,-47.36101383879043,477.30851562437806
SAT7,15.73673817305226,120.93563382326653,489.4747091034435
SAT8,-59.95638328204193,-109.21907980050963,421.0419582039304
SAT9,66.96571642596751,85.64027658092726,657.7596118154787
SAT10,24.255107349795622,-160.46568744070748,596.2433224529884
SAT11,-32.41243341705186,-108.0313471542923,454.88578791019273
SAT12,-62.65294398911294,53.11110094016445,380.9174502548306
SAT13,-31.32950483364283,-170.37541985022006,651.2152826831499
SAT14,-51.9835098028425,-13.333232426561608,445.4103206230567
SAT15,-16.31078322126463,125.0042067895451,503.5506801985849
SAT16,-55.52462318991174,-76.32991680581966,426.4732117850102
SAT17,-61.78283269256825,123.22056472917183,357.10275341824865
SAT18,81.12557567276897,95.9878617732719,662.3282089993371
SAT19,-1.1382262985810172,134.96213947732923,378.2304398481595
ROUTE,78.60711951028998,179.8275371288516,-48.6641304740356,-2.511964057501359
